Word,Few_Raters,Prototypicality_Mean,Prototypicality_SD,Prototypicality_NRaters,Prototypicality_%Raters,Valence_Mean,Valence_SD,Valence_NRaters,Valence_%Raters,Valence_Source,Arousal_Mean,Arousal_SD,Arousal_NRaters,Arousal_%Raters,Arousal_Source,Happiness_Mean,Happiness_SD,Happiness_NRaters,Happiness_%Raters,Happiness_Source,Disgust_Mean,Disgust_SD,Disgust_NRaters,Disgust_%Raters,Disgust_Source,Anger_Mean,Anger_SD,Anger_NRaters,Anger_%Raters,Anger_Source,Fear_Mean,Fear_SD,Fear_NRaters,Fear_%Raters,Fear_Source,Sadness_Mean,Sadness_SD,Sadness_NRaters,Sadness_%Raters,Sadness_Source,AoA_Mean,AoA_SD,AoA_NRaters,AoA_%Raters,AoA_Source,Concreteness_Mean,Concreteness_SD,Concreteness_NRaters,Concreteness_%Raters,Concreteness_Source,Zipf_EsPal,POS,Emotionality,Family,Very_related_emotions,Pure_word,Dominant_emotion,Emotional_exclusivity
impotente,,4.05,1.05,20,1.00,2.55,1.39,20,1.00,Stadthagen-Gonzalez2017,6.28,1.54,20,1.00,Stadthagen-Gonzalez2017,1.10,0.40,30,#NA,Ferré2017,1.53,0.97,30,#NA,Ferré2017,3.03,1.59,30,#NA,Ferré2017,2.23,1.30,30,#NA,Ferré2017,2.80,1.35,30,#NA,Ferré2017,10.30,1.23,50,#NA,Alonso2015,4.39,#NA,#NA,#NA,Duchon2013,3.62,ADJECTIVE,2.45,(im)potencia,1,1,anger,0.339
impresión,,2.05,1.29,22,1.00,5.90,1.12,20,1.00,Stadthagen-Gonzalez2017,5.25,0.85,20,1.00,Stadthagen-Gonzalez2017,2.20,1.15,20,1.00,Stadthagen-Gonzalez2018,1.10,0.31,20,1.00,Stadthagen-Gonzalez2018,1.40,0.82,20,1.00,Stadthagen-Gonzalez2018,1.55,0.83,20,1.00,Stadthagen-Gonzalez2018,1.50,0.89,20,1.00,Stadthagen-Gonzalez2018,9.14,1.81,50,#NA,Alonso2015,3.56,#NA,#NA,#NA,Duchon2013,4.65,NOUN,0.90,impresión,0,0,happiness,0.400
impresionado,,3.55,1.47,22,1.00,6.75,1.12,20,1.00,Stadthagen-Gonzalez2017,6.98,1.48,20,1.00,Stadthagen-Gonzalez2017,3.20,1.13,30,#NA,Ferré2017,1.13,0.43,30,#NA,Ferré2017,1.23,0.50,30,#NA,Ferré2017,1.80,1.00,30,#NA,Ferré2017,1.37,0.67,30,#NA,Ferré2017,6.38,2.24,50,#NA,Alonso2015,4.83,1.75,23,#NA,Guasch2016,3.71,ADJECTIVE,1.75,impresión,1,1,happiness,0.555
impresionante,,2.76,1.48,21,1.00,7.65,0.81,20,1.00,Stadthagen-Gonzalez2017,6.75,1.65,20,1.00,Stadthagen-Gonzalez2017,3.50,0.95,20,1.00,Stadthagen-Gonzalez2018,1.10,0.31,20,1.00,Stadthagen-Gonzalez2018,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,1.35,0.67,20,1.00,Stadthagen-Gonzalez2018,1.15,0.49,20,1.00,Stadthagen-Gonzalez2018,7.68,1.91,50,#NA,Alonso2015,3.70,1.66,23,1.00,NEW,4.05,ADJECTIVE,2.65,impresión,1,1,happiness,0.778
impulsado,,2.70,1.34,21,0.95,5.85,1.93,20,1.00,NEW,6.82,1.56,22,1.00,NEW,2.65,1.31,20,1.00,NEW,1.14,0.35,22,1.00,NEW,2.43,1.50,21,1.00,NEW,1.80,1.11,20,1.00,NEW,1.77,0.92,22,1.00,NEW,9.38,1.77,21,1.00,NEW,3.76,1.54,25,1.00,NEW,3.89,ADJECTIVE,0.85,impeler,0,0,happiness,0.316
impulsivo,,2.86,1.42,21,1.00,4.50,1.32,20,1.00,NEW,7.36,1.62,22,1.00,NEW,2.40,1.05,20,1.00,NEW,1.70,1.08,20,1.00,NEW,3.38,1.36,21,1.00,NEW,2.75,1.25,20,1.00,NEW,1.45,0.76,20,1.00,NEW,8.86,1.71,21,1.00,NEW,4.35,1.58,23,1.00,NEW,2.95,ADJECTIVE,0.50,impeler,1,1,anger,0.289
impulso,,1.60,0.82,20,1.00,5.40,1.43,20,1.00,Stadthagen-Gonzalez2017,7.00,1.81,20,1.00,Stadthagen-Gonzalez2017,2.65,1.09,20,1.00,Stadthagen-Gonzalez2018,1.30,0.66,20,1.00,Stadthagen-Gonzalez2018,2.20,1.20,20,1.00,Stadthagen-Gonzalez2018,1.90,1.29,20,1.00,Stadthagen-Gonzalez2018,1.25,0.72,20,1.00,Stadthagen-Gonzalez2018,9.04,2.15,50,#NA,Alonso2015,4.05,#NA,#NA,#NA,Duchon2013,4.55,NOUN,0.40,impeler,0,0,happiness,0.326
incertidumbre,,2.86,1.53,21,1.00,3.55,1.50,20,1.00,Stadthagen-Gonzalez2017,7.20,1.11,20,1.00,Stadthagen-Gonzalez2017,1.40,0.68,20,1.00,Stadthagen-Gonzalez2018,2.00,1.21,20,1.00,Stadthagen-Gonzalez2018,3.65,0.99,20,1.00,Stadthagen-Gonzalez2018,3.15,1.42,20,1.00,Stadthagen-Gonzalez2018,2.95,1.39,20,1.00,Stadthagen-Gonzalez2018,9.95,1.28,21,1.00,NEW,3.55,#NA,#NA,#NA,Duchon2013,4.15,NOUN,1.45,incierto,2,0,anger,0.276
incierto,,2.19,1.12,21,1.00,3.60,1.43,20,1.00,Stadthagen-Gonzalez2017,6.30,1.22,20,1.00,Stadthagen-Gonzalez2017,1.35,0.59,20,1.00,Stadthagen-Gonzalez2018,1.85,1.39,20,1.00,Stadthagen-Gonzalez2018,2.15,1.04,20,1.00,Stadthagen-Gonzalez2018,2.55,1.15,20,1.00,Stadthagen-Gonzalez2018,2.75,1.48,20,1.00,Stadthagen-Gonzalez2018,8.74,1.75,50,#NA,Alonso2015,4.14,1.80,21,1.00,NEW,3.73,ADJECTIVE,1.40,incierto,0,0,sadness,0.248
incitado,,2.10,1.21,20,1.00,4.60,1.71,26,0.96,NEW,4.46,1.69,26,0.92,NEW,2.10,0.91,20,1.00,NEW,1.80,0.89,20,1.00,NEW,2.52,1.12,21,1.00,NEW,2.05,0.97,22,0.95,NEW,1.70,0.73,21,0.95,NEW,9.95,1.32,21,1.00,NEW,4.04,1.90,25,0.96,NEW,2.82,ADJECTIVE,0.40,incitar,0,0,anger,0.159
incomodarse,,3.19,1.25,21,1.00,2.55,1.23,20,1.00,NEW,5.80,2.38,20,1.00,NEW,1.25,0.44,20,1.00,NEW,2.00,1.00,27,1.00,NEW,2.90,0.83,21,1.00,NEW,2.05,1.10,20,1.00,NEW,2.60,1.43,20,1.00,NEW,8.33,2.01,21,1.00,NEW,4.24,1.51,21,1.00,NEW,2.79,VERB,2.45,(in)cómodo,0,0,anger,0.285
incomodidad,,3.48,1.17,21,1.00,2.55,1.36,20,1.00,Stadthagen-Gonzalez2017,6.95,1.61,20,1.00,Stadthagen-Gonzalez2017,1.13,0.57,30,#NA,Ferré2017,2.10,1.32,30,#NA,Ferré2017,2.50,1.22,30,#NA,Ferré2017,2.40,1.38,30,#NA,Ferré2017,2.43,1.17,30,#NA,Ferré2017,8.60,1.81,50,#NA,Alonso2015,3.52,#NA,#NA,#NA,Duchon2013,3.31,NOUN,2.45,(in)cómodo,0,0,anger,0.246
incómodo,,3.71,1.45,21,1.00,2.95,1.57,20,1.00,Stadthagen-Gonzalez2017,6.75,1.45,20,1.00,Stadthagen-Gonzalez2017,1.30,0.47,20,1.00,Stadthagen-Gonzalez2018,2.30,1.42,20,1.00,Stadthagen-Gonzalez2018,2.70,1.30,20,1.00,Stadthagen-Gonzalez2018,2.40,1.23,20,1.00,Stadthagen-Gonzalez2018,2.25,0.97,20,1.00,Stadthagen-Gonzalez2018,7.34,2.16,50,#NA,Alonso2015,4.18,1.65,22,1.00,NEW,3.59,ADJECTIVE,2.05,(in)cómodo,0,0,anger,0.235
inconforme,,2.57,1.43,21,1.00,3.45,1.47,20,1.00,NEW,6.10,1.92,20,1.00,NEW,1.95,1.05,20,1.00,NEW,1.70,1.07,27,1.00,NEW,3.15,1.14,21,0.95,NEW,1.79,1.13,20,0.95,NEW,2.30,1.13,20,1.00,NEW,9.05,1.81,20,0.95,NEW,3.65,1.58,23,1.00,NEW,2.24,ADJECTIVE,1.55,(dis)conforme,1,1,anger,0.245
inconsolable,,3.20,1.44,20,1.00,1.84,0.96,20,0.95,NEW,7.08,1.14,24,1.00,NEW,1.10,0.31,20,1.00,NEW,1.70,1.06,23,1.00,NEW,2.75,1.37,20,1.00,NEW,3.14,1.39,21,1.00,NEW,4.25,0.85,20,1.00,NEW,9.24,1.84,21,1.00,NEW,3.80,1.58,20,1.00,NEW,2.47,ADJECTIVE,3.16,(in)consolar,2,0,sadness,0.397
indecisión,,2.59,1.17,168,1.00,2.75,1.37,20,1.00,Stadthagen-Gonzalez2017,6.85,1.09,20,1.00,Stadthagen-Gonzalez2017,1.23,0.68,30,#NA,Ferré2017,1.57,1.07,30,#NA,Ferré2017,2.37,1.10,30,#NA,Ferré2017,3.03,1.13,30,#NA,Ferré2017,2.40,1.10,30,#NA,Ferré2017,8.20,1.64,20,1.00,NEW,3.43,#NA,#NA,#NA,Duchon2013,3.36,NOUN,2.25,(in)decidir,1,1,fear,0.321
indeciso,,2.67,1.39,21,1.00,3.55,1.15,20,1.00,Stadthagen-Gonzalez2017,6.00,1.56,20,1.00,Stadthagen-Gonzalez2017,1.40,0.60,20,1.00,Stadthagen-Gonzalez2018,1.75,1.12,20,1.00,Stadthagen-Gonzalez2018,2.30,1.17,20,1.00,Stadthagen-Gonzalez2018,1.95,0.94,20,1.00,Stadthagen-Gonzalez2018,2.00,0.94,20,0.95,Stadthagen-Gonzalez2018,7.26,1.91,23,1.00,NEW,4.60,1.82,20,1.00,NEW,3.30,ADJECTIVE,1.45,(in)decidir,0,0,anger,0.205
indefensión,,2.35,1.57,20,1.00,2.26,1.10,20,0.95,Stadthagen-Gonzalez2017,6.80,1.44,20,1.00,Stadthagen-Gonzalez2017,1.35,0.81,20,1.00,Stadthagen-Gonzalez2018,2.22,1.59,20,0.90,Stadthagen-Gonzalez2018,3.35,1.39,20,1.00,Stadthagen-Gonzalez2018,3.60,1.31,20,1.00,Stadthagen-Gonzalez2018,3.35,1.42,20,1.00,Stadthagen-Gonzalez2018,10.40,1.23,21,0.95,NEW,3.85,1.69,21,0.95,NEW,3.38,NOUN,2.74,indefenso,3,0,fear,0.254
indefenso,,2.32,1.43,22,1.00,3.05,1.54,20,1.00,Stadthagen-Gonzalez2017,6.53,1.55,20,1.00,Stadthagen-Gonzalez2017,1.17,0.59,30,#NA,Ferré2017,1.40,0.89,30,#NA,Ferré2017,2.07,1.20,30,#NA,Ferré2017,3.27,1.55,30,#NA,Ferré2017,3.23,1.41,30,#NA,Ferré2017,7.84,2.19,50,#NA,Alonso2015,4.40,1.87,25,1.00,NEW,3.17,ADJECTIVE,1.95,indefenso,2,0,fear,0.342
indiferencia,,3.10,1.18,21,1.00,4.25,1.59,20,1.00,Stadthagen-Gonzalez2017,5.75,1.52,20,1.00,Stadthagen-Gonzalez2017,1.45,0.89,20,1.00,Stadthagen-Gonzalez2018,1.85,1.27,20,1.00,Stadthagen-Gonzalez2018,2.45,1.50,20,1.00,Stadthagen-Gonzalez2018,2.05,1.10,20,1.00,Stadthagen-Gonzalez2018,2.50,1.19,20,1.00,Stadthagen-Gonzalez2018,9.58,1.76,50,#NA,Alonso2015,2.76,#NA,#NA,#NA,Duchon2013,4.13,NOUN,0.75,indiferente,0,0,sadness,0.198
indiferente,,2.80,1.67,20,1.00,4.18,1.24,20,1.00,Stadthagen-Gonzalez2017,4.45,1.78,20,1.00,Stadthagen-Gonzalez2017,1.27,0.74,30,#NA,Ferré2017,1.40,0.81,30,#NA,Ferré2017,1.80,1.24,30,#NA,Ferré2017,1.63,1.19,30,#NA,Ferré2017,1.90,1.32,30,#NA,Ferré2017,8.58,1.50,50,#NA,Alonso2015,3.84,1.89,25,1.00,NEW,4.02,ADJECTIVE,0.82,indiferente,0,0,sadness,0.210
indignación,,3.55,1.60,22,1.00,3.15,2.08,20,1.00,Stadthagen-Gonzalez2017,7.60,1.35,20,1.00,Stadthagen-Gonzalez2017,1.25,0.44,20,1.00,Stadthagen-Gonzalez2018,2.20,1.20,20,1.00,Stadthagen-Gonzalez2018,2.95,1.36,20,1.00,Stadthagen-Gonzalez2018,1.80,1.15,20,1.00,Stadthagen-Gonzalez2018,2.60,0.94,20,1.00,Stadthagen-Gonzalez2018,9.66,1.47,50,#NA,Alonso2015,4.19,#NA,#NA,#NA,Duchon2013,4.06,NOUN,1.85,indignar,0,0,anger,0.293
indignado,,3.81,1.03,21,1.00,2.80,1.61,20,1.00,NEW,7.05,1.64,20,1.00,NEW,1.15,0.37,20,1.00,NEW,1.74,1.10,27,1.00,NEW,3.95,1.02,21,1.00,NEW,1.85,1.18,20,1.00,NEW,2.60,1.19,20,1.00,NEW,9.15,1.46,20,1.00,NEW,4.32,1.60,25,1.00,NEW,3.63,ADJECTIVE,2.20,indignar,1,1,anger,0.445
indignarse,,3.09,1.54,22,1.00,2.75,1.29,20,1.00,NEW,7.50,1.47,20,1.00,NEW,1.25,0.55,20,1.00,NEW,1.93,1.00,27,1.00,NEW,3.76,1.00,21,1.00,NEW,1.80,0.89,20,1.00,NEW,2.65,1.27,20,1.00,NEW,9.38,1.24,21,1.00,NEW,4.67,1.74,21,1.00,NEW,2.35,VERB,2.25,indignar,1,1,anger,0.393
indispuesto,,1.55,1.01,22,1.00,3.00,1.30,20,1.00,NEW,5.20,1.94,20,1.00,NEW,1.15,0.37,20,1.00,NEW,2.78,1.25,27,1.00,NEW,2.24,1.09,21,1.00,NEW,2.10,1.07,20,1.00,NEW,2.60,1.27,20,1.00,NEW,9.15,1.81,20,1.00,NEW,4.44,1.39,25,1.00,NEW,3.01,ADJECTIVE,2.00,(in)dispuesto,0,0,disgust,0.277
inestabilidad,,2.50,1.47,22,1.00,2.25,1.02,20,1.00,Stadthagen-Gonzalez2017,6.80,1.58,20,1.00,Stadthagen-Gonzalez2017,1.15,0.37,20,1.00,Stadthagen-Gonzalez2018,1.95,1.19,20,1.00,Stadthagen-Gonzalez2018,2.80,1.28,20,1.00,Stadthagen-Gonzalez2018,2.95,1.43,20,1.00,Stadthagen-Gonzalez2018,3.30,1.03,20,1.00,Stadthagen-Gonzalez2018,9.35,1.82,23,1.00,NEW,3.27,#NA,#NA,#NA,Duchon2013,3.99,NOUN,2.75,(in)estable,1,1,sadness,0.301
inestable,,2.68,1.36,22,1.00,2.95,1.19,20,1.00,Stadthagen-Gonzalez2017,6.80,1.58,20,1.00,Stadthagen-Gonzalez2017,1.20,0.41,20,1.00,Stadthagen-Gonzalez2018,2.15,1.18,20,1.00,Stadthagen-Gonzalez2018,3.00,1.56,20,1.00,Stadthagen-Gonzalez2018,2.95,1.15,20,1.00,Stadthagen-Gonzalez2018,3.05,1.00,20,1.00,Stadthagen-Gonzalez2018,8.40,1.67,20,1.00,NEW,3.30,1.72,20,1.00,NEW,3.71,ADJECTIVE,2.05,(in)estable,2,0,sadness,0.252
infelicidad,,4.24,1.09,21,1.00,2.15,1.93,20,1.00,Stadthagen-Gonzalez2017,7.05,1.32,20,1.00,Stadthagen-Gonzalez2017,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,3.40,0.99,20,1.00,Stadthagen-Gonzalez2018,3.25,1.37,20,1.00,Stadthagen-Gonzalez2018,3.90,1.02,20,1.00,Stadthagen-Gonzalez2018,4.60,0.60,20,1.00,NEW,8.96,2.19,50,#NA,Alonso2015,3.80,2.02,25,1.00,NEW,3.13,NOUN,2.85,(in)feliz,4,0,sadness,0.317
infeliz,,4.62,0.92,21,1.00,1.50,0.83,20,1.00,Stadthagen-Gonzalez2017,6.63,2.14,20,1.00,Stadthagen-Gonzalez2017,1.00,0.00,30,#NA,Ferré2017,1.43,0.82,30,#NA,Ferré2017,2.27,1.23,30,#NA,Ferré2017,2.80,1.32,30,#NA,Ferré2017,4.57,0.63,30,#NA,Ferré2017,7.12,2.13,50,#NA,Alonso2015,4.17,#NA,#NA,#NA,Duchon2013,3.99,ADJECTIVE,3.50,(in)feliz,1,1,sadness,0.505
inflamación,,1.00,0.00,22,1.00,2.75,1.21,20,1.00,Stadthagen-Gonzalez2017,6.40,0.94,20,1.00,Stadthagen-Gonzalez2017,1.15,0.37,20,1.00,Stadthagen-Gonzalez2018,2.20,1.01,20,1.00,Stadthagen-Gonzalez2018,2.45,1.47,20,1.00,Stadthagen-Gonzalez2018,2.55,1.05,20,1.00,Stadthagen-Gonzalez2018,2.80,1.01,20,1.00,Stadthagen-Gonzalez2018,7.09,2.15,23,1.00,NEW,5.50,1.44,25,0.96,NEW,3.54,NOUN,2.25,inflamar,0,0,sadness,0.268
inflamado,,1.00,0.00,22,1.00,2.65,1.31,20,1.00,NEW,5.64,1.56,22,1.00,NEW,1.25,0.44,20,1.00,NEW,2.41,1.22,22,1.00,NEW,2.48,1.08,21,1.00,NEW,2.90,1.12,20,1.00,NEW,2.52,1.29,22,0.95,NEW,7.81,1.91,21,1.00,NEW,5.70,1.13,20,1.00,NEW,2.96,ADJECTIVE,2.35,inflamar,0,0,fear,0.252
inquietarse,,3.15,1.39,20,1.00,3.15,1.27,20,1.00,NEW,6.82,2.30,22,1.00,NEW,1.60,0.75,20,1.00,NEW,1.70,1.08,20,1.00,NEW,2.62,1.28,21,1.00,NEW,2.85,1.27,20,1.00,NEW,2.10,0.91,20,1.00,NEW,8.10,2.23,21,1.00,NEW,4.68,1.44,25,1.00,NEW,2.72,VERB,1.85,(in)quieto,0,0,fear,0.213
inquieto,,2.41,1.10,22,1.00,4.50,1.70,20,1.00,Stadthagen-Gonzalez2017,7.35,1.25,20,1.00,Stadthagen-Gonzalez2017,1.90,1.12,30,#NA,Ferré2017,1.27,0.58,30,#NA,Ferré2017,1.63,0.76,30,#NA,Ferré2017,1.67,1.09,30,#NA,Ferré2017,1.57,0.86,30,#NA,Ferré2017,6.86,2.42,50,#NA,Alonso2015,4.50,1.67,20,1.00,NEW,3.76,ADJECTIVE,0.50,(in)quieto,0,0,happiness,0.207
inquietud,,3.14,1.31,21,1.00,3.50,1.28,20,1.00,Stadthagen-Gonzalez2017,7.10,1.33,20,1.00,Stadthagen-Gonzalez2017,2.10,1.17,20,1.00,Stadthagen-Gonzalez2018,1.50,0.83,20,1.00,Stadthagen-Gonzalez2018,1.70,0.80,20,1.00,Stadthagen-Gonzalez2018,2.50,1.19,20,1.00,Stadthagen-Gonzalez2018,2.35,1.18,20,1.00,Stadthagen-Gonzalez2018,8.68,2.34,50,#NA,Alonso2015,3.55,#NA,#NA,#NA,Duchon2013,4.24,NOUN,1.50,(in)quieto,0,0,fear,0.194
insatisfacción,,3.29,1.52,21,1.00,2.10,0.97,20,1.00,Stadthagen-Gonzalez2017,6.95,1.57,20,1.00,Stadthagen-Gonzalez2017,1.10,0.31,20,1.00,Stadthagen-Gonzalez2018,2.15,1.31,20,1.00,Stadthagen-Gonzalez2018,3.20,1.28,20,1.00,Stadthagen-Gonzalez2018,2.45,1.15,20,1.00,Stadthagen-Gonzalez2018,3.95,0.94,20,1.00,Stadthagen-Gonzalez2018,9.28,1.89,50,#NA,Alonso2015,3.39,#NA,#NA,#NA,Duchon2013,3.35,NOUN,2.90,(in)satisfacer,2,0,sadness,0.363
insatisfecho,,3.71,1.35,21,1.00,2.50,1.10,20,1.00,Stadthagen-Gonzalez2017,6.35,1.90,20,1.00,Stadthagen-Gonzalez2017,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,2.05,1.19,20,1.00,Stadthagen-Gonzalez2018,2.90,1.17,20,1.00,Stadthagen-Gonzalez2018,1.90,1.02,20,1.00,Stadthagen-Gonzalez2018,3.30,1.13,20,1.00,Stadthagen-Gonzalez2018,8.48,1.78,23,1.00,NEW,4.71,1.49,21,1.00,NEW,3.04,ADJECTIVE,2.50,(in)satisfacer,1,1,sadness,0.363
inseguridad,,3.57,1.25,21,1.00,2.25,1.07,20,1.00,Stadthagen-Gonzalez2017,7.20,1.40,20,1.00,Stadthagen-Gonzalez2017,1.07,0.25,30,#NA,Ferré2017,2.20,1.52,30,#NA,Ferré2017,2.63,1.45,30,#NA,Ferré2017,3.83,1.15,30,#NA,Ferré2017,3.50,1.20,30,#NA,Ferré2017,9.16,1.82,50,#NA,Alonso2015,3.75,#NA,#NA,#NA,Duchon2013,4.06,NOUN,2.75,(in)seguro,2,0,fear,0.335
inseguro,,3.43,1.40,21,1.00,2.13,1.20,20,1.00,Stadthagen-Gonzalez2017,6.58,1.26,20,1.00,Stadthagen-Gonzalez2017,1.10,0.31,30,#NA,Ferré2017,1.27,0.52,30,#NA,Ferré2017,1.97,1.27,30,#NA,Ferré2017,3.20,1.47,30,#NA,Ferré2017,3.00,1.11,30,#NA,Ferré2017,9.00,1.82,50,#NA,Alonso2015,4.00,1.49,20,#NA,Guasch2016,3.37,ADJECTIVE,2.87,(in)seguro,2,0,fear,0.379
insensibilidad,,2.71,1.59,21,1.00,2.65,1.23,20,1.00,Stadthagen-Gonzalez2017,6.60,1.27,20,1.00,Stadthagen-Gonzalez2017,1.25,0.44,20,1.00,Stadthagen-Gonzalez2018,2.35,1.27,20,1.00,Stadthagen-Gonzalez2018,3.30,1.22,20,1.00,Stadthagen-Gonzalez2018,2.40,1.14,20,1.00,Stadthagen-Gonzalez2018,3.30,1.26,20,1.00,Stadthagen-Gonzalez2018,9.24,1.51,21,1.00,NEW,4.33,1.59,21,1.00,NEW,3.06,NOUN,2.35,(in)sensible,2,0,anger + sadness,0.270
insensibilizarse,,2.52,1.57,21,1.00,2.85,1.42,20,1.00,NEW,5.17,2.18,24,1.00,NEW,1.25,0.55,20,1.00,NEW,1.91,1.20,23,1.00,NEW,2.75,1.41,20,1.00,NEW,2.81,1.29,21,1.00,NEW,3.35,1.27,20,1.00,NEW,10.14,1.39,21,1.00,NEW,3.36,1.40,22,1.00,NEW,0.81,VERB,2.15,(in)sensible,1,1,sadness,0.297
insensible,,2.18,1.33,22,1.00,2.15,1.09,20,1.00,Stadthagen-Gonzalez2017,5.45,1.57,20,1.00,Stadthagen-Gonzalez2017,1.30,0.47,20,1.00,Stadthagen-Gonzalez2018,2.26,1.05,20,0.95,Stadthagen-Gonzalez2018,3.40,1.39,20,1.00,Stadthagen-Gonzalez2018,2.00,0.92,20,1.00,Stadthagen-Gonzalez2018,3.40,1.39,20,1.00,Stadthagen-Gonzalez2018,8.20,1.36,20,1.00,NEW,4.56,1.53,25,1.00,NEW,3.46,ADJECTIVE,2.85,(in)sensible,2,0,anger + sadness,0.285
inspiración,,1.95,1.16,21,1.00,7.68,1.34,20,0.95,Stadthagen-Gonzalez2017,4.55,1.99,20,1.00,Stadthagen-Gonzalez2017,3.87,1.04,30,#NA,Ferré2017,1.03,0.18,30,#NA,Ferré2017,1.33,0.92,30,#NA,Ferré2017,1.47,1.07,30,#NA,Ferré2017,1.57,0.94,30,#NA,Ferré2017,9.60,1.63,50,#NA,Alonso2015,3.67,#NA,#NA,#NA,Duchon2013,4.31,NOUN,2.68,inspirar,1,1,happiness,0.665
inspirado,,2.48,1.44,21,1.00,7.38,1.31,20,1.00,Stadthagen-Gonzalez2017,5.28,2.47,20,1.00,Stadthagen-Gonzalez2017,3.63,1.10,30,#NA,Ferré2017,1.17,0.53,30,#NA,Ferré2017,1.33,0.66,30,#NA,Ferré2017,1.30,0.65,30,#NA,Ferré2017,1.47,1.01,30,#NA,Ferré2017,8.62,1.62,50,#NA,Alonso2015,3.92,1.58,25,1.00,NEW,4.15,ADJECTIVE,2.38,inspirar,1,1,happiness,0.631
inspirarse,,2.10,1.45,20,1.00,7.10,1.29,20,1.00,NEW,4.58,2.08,24,1.00,NEW,3.70,0.92,20,1.00,NEW,1.04,0.21,23,1.00,NEW,1.05,0.22,20,1.00,NEW,1.14,0.36,21,1.00,NEW,1.20,0.41,20,1.00,NEW,8.80,1.40,20,1.00,NEW,4.10,1.51,21,1.00,NEW,2.94,VERB,2.10,inspirar,1,1,happiness,0.847
intenso,,2.90,1.34,21,1.00,6.10,1.25,20,1.00,NEW,7.46,1.02,24,1.00,NEW,3.30,0.92,20,1.00,NEW,1.13,0.46,23,1.00,NEW,2.90,1.12,20,1.00,NEW,2.33,1.28,21,1.00,NEW,1.55,0.76,20,1.00,NEW,7.50,2.24,20,1.00,NEW,4.25,2.05,20,1.00,NEW,4.26,ADJECTIVE,1.10,intenso,1,1,happiness,0.349
interés,,1.82,1.18,22,1.00,6.30,1.81,20,1.00,Stadthagen-Gonzalez2017,5.95,1.93,20,1.00,Stadthagen-Gonzalez2017,2.83,1.37,30,#NA,Ferré2017,1.33,0.80,30,#NA,Ferré2017,1.43,0.86,30,#NA,Ferré2017,1.33,0.76,30,#NA,Ferré2017,1.30,0.75,30,#NA,Ferré2017,7.86,1.90,50,#NA,Alonso2015,2.98,#NA,#NA,#NA,Duchon2013,5.26,NOUN,1.30,interés,0,0,happiness,0.475
interesado,,2.95,1.28,21,1.00,5.45,1.61,20,1.00,Stadthagen-Gonzalez2017,5.80,1.61,20,1.00,Stadthagen-Gonzalez2017,1.85,0.93,20,1.00,Stadthagen-Gonzalez2018,2.55,1.28,20,1.00,Stadthagen-Gonzalez2018,3.00,1.30,20,1.00,Stadthagen-Gonzalez2018,1.45,0.83,20,1.00,Stadthagen-Gonzalez2018,1.95,1.15,20,1.00,Stadthagen-Gonzalez2018,7.30,1.72,20,1.00,NEW,4.62,#NA,#NA,#NA,Duchon2013,4.17,ADJECTIVE,0.45,interés,1,1,anger,0.267
interesarse,,1.64,0.90,22,1.00,7.25,1.21,20,1.00,NEW,5.82,1.92,22,1.00,NEW,3.40,0.94,20,1.00,NEW,1.14,0.35,22,1.00,NEW,1.33,0.73,21,1.00,NEW,1.20,0.41,20,1.00,NEW,1.23,0.43,22,1.00,NEW,6.62,1.66,21,1.00,NEW,5.59,#NA,#NA,#NA,Duchon2013,3.49,VERB,2.25,interés,1,1,happiness,0.687
intimidación,,2.57,1.16,21,1.00,3.35,1.66,20,1.00,Stadthagen-Gonzalez2017,7.10,1.07,20,1.00,Stadthagen-Gonzalez2017,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,2.90,1.45,20,1.00,Stadthagen-Gonzalez2018,3.40,1.39,20,1.00,Stadthagen-Gonzalez2018,2.95,1.05,20,1.00,Stadthagen-Gonzalez2018,2.70,1.13,20,1.00,Stadthagen-Gonzalez2018,9.05,2.01,21,1.00,NEW,4.43,1.69,21,1.00,NEW,3.55,NOUN,1.65,temer,1,1,anger,0.294
intimidado,,3.57,1.08,21,1.00,2.45,1.05,20,1.00,NEW,6.23,2.25,22,1.00,NEW,1.20,0.41,20,1.00,NEW,2.25,1.33,20,1.00,NEW,3.00,0.89,21,1.00,NEW,3.55,1.15,20,1.00,NEW,2.65,1.27,20,1.00,NEW,9.35,1.46,20,1.00,NEW,4.16,1.60,25,1.00,NEW,2.74,ADJECTIVE,2.55,temer,2,0,fear,0.307
intimidar,,2.20,1.40,20,1.00,3.00,0.92,20,1.00,Stadthagen-Gonzalez2017,6.70,1.34,20,1.00,Stadthagen-Gonzalez2017,1.10,0.40,30,#NA,Hinojosa2016_BRM,2.13,1.28,30,#NA,Hinojosa2016_BRM,3.17,1.23,30,#NA,Hinojosa2016_BRM,3.43,1.14,30,#NA,Hinojosa2016_BRM,2.67,1.18,30,#NA,Hinojosa2016_BRM,9.40,1.71,30,#NA,Hinojosa2016_PLoS,5.03,1.40,30,#NA,Hinojosa2016_BRM,3.22,VERB,2.00,temer,2,0,fear,0.311
